id,county,constituency_code,constituency,constituency_name,office_location,landmark,distance_from_landmark,clean_office_location,direction_type,direction_landmark,direction_distance,landmark_type,landmark_subtype,geocode_queries,geocode_query,latitude,longitude,geocode_method,geocode_confidence,accuracy_meters,formatted_address,successful_geocode_query,total_queries_tried,geocode_status,source,verified,notes,result_type,importance_score,geom,created_at,updated_at,verified_latitude,verified_longitude,verified_at,verifier_id,verification_source,contributor_image_url,confidence_score,created_from_contribution_id,image_url,submission_source,submission_method,verified_by,linked_contribution_ids,elevation_meters,isochrone_15min,isochrone_30min,isochrone_45min,landmark_normalized,landmark_source,walking_effort,geocode_verified,geocode_verified_at,multi_source_confidence
207,KAKAMEGA,207,BUTERE,BUTERE,Butere DCC Compound Next to,Deputy County Commissioner's Office,10,Butere Compound,next to,,,Building,,"[""Butere DCC Compound Next to near Deputy County Commissioner's Office, BUTERE, KAKAMEGA, Kenya"", ""Butere DCC Compound Next to, BUTERE, KAKAMEGA, Kenya"", ""Deputy County Commissioner's Office, BUTERE, KAKAMEGA, Kenya"", ""IEBC BUTERE office, KAKAMEGA, Kenya"", ""BUTERE town, KAKAMEGA, Kenya""]","Butere DCC Compound Next to opposite Deputy County Commissioner's Office on the main road, BUTERE, KAKAMEGA, Kenya",0.2044,34.5,county_center_offset,0.371428571428571,500,"E.M.B(Engineering Main Building),Juja,Jkuat Avenue Road,Kiambu County,Central Kenya","Butere DCC Compound Next to opposite Deputy County Commissioner's Office on the main road, BUTERE, KAKAMEGA, Kenya",5,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched BUTERE to BUTERE (Score 100).,single_source,0.371428571428571,0101000020E610000000000000004041400BB5A679C729CA3F,2026-02-26 23:52:13.560172+00,2026-03-12 17:23:12.851569+00,,,,,,,37,,,,,,,,,,,Deputy County Commissioner'S Office,PDF,moderate,false,,0.371428571428571
229,BUSIA,229,BUTULA,BUTULA,DCC's Compound,Butula Police Station,30,'s Compound,at,Butula Police Station,,station,,"[""BUTULA IEBC office BUSIA county Kenya"", ""DCC's Compound, BUTULA, BUSIA County, Kenya"", ""DCC's Compound near Butula Police Station, BUSIA County, Kenya""]","DCC's Compound, BUTULA, BUSIA County, Kenya",0.3235338,34.2609222,multi_source_crossvalidated,0.82,500,Simuli Kendakala,"DCC's Compound, BUTULA, BUSIA County, Kenya",3,resolved,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched BUTULA to BUTULA (Score 100).,cross_validated,,0101000020E610000073E60DE66521414082A3891CC7B4D43F,2026-02-26 23:52:40.487693+00,2026-03-13 02:50:05.18313+00,,,,,,,82,,,,,,,,,,,Butula Police Station,PDF,moderate,true,2026-03-13 02:50:04.904437+00,0.82
57,MERU,57,BUURI,BUURI,Timau,DCC Buuri West Office,,Timau,,,,Building,,"[""Timau opposite DCC Buuri West Office, BUURI, MERU, Kenya"", ""DCC Buuri West Office, BUURI, MERU, Kenya"", ""IEBC BUURI office, MERU, Kenya"", ""Timau, BUURI, MERU, Kenya"", ""BUURI IEBC office, MERU County, Kenya"", ""BUURI Town, MERU, Kenya""]",,0.0833,37.4167,tomtom,0.61933107376,500,"Buuri, Eastern",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched BUURI to BUURI (Score 100).,,,0101000020E6100000211FF46C56B54240A5BDC1172653B53F,2026-02-26 23:48:13.986734+00,2026-03-12 19:20:12.47958+00,,,,,,,,,,,,,,,,,,Dcc Buuri West Office,PDF,moderate,false,,
58,MERU,58,CENTRAL IMENTI,CENTRAL IMENTI,Gatimbi Market,Equator Signpost,800,Gatimbi Market,,,,Building,,"[""Gatimbi Market opposite Equator Signpost, CENTRAL IMENTI, MERU, Kenya"", ""Equator Signpost, CENTRAL IMENTI, MERU, Kenya"", ""IEBC CENTRAL IMENTI office, MERU, Kenya"", ""Gatimbi Market, CENTRAL IMENTI, MERU, Kenya"", ""CENTRAL IMENTI IEBC office, MERU County, Kenya"", ""CENTRAL IMENTI Town, MERU, Kenya""]",,0.044,37.6483,multi_source_consensus,0.3,500,Meru County Center,,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched CENTRAL IMENTI to CENTRAL IMENTI (Score 100).,,,0101000020E610000097FF907EFBD24240BA490C022B87A63F,2026-02-27 00:01:48.945275+00,2026-03-12 18:43:46.336247+00,,,,,,,,,,,,,,,,,,Equator Signpost,PDF,moderate,true,2026-03-12 02:17:42.118343+00,0.78
1,MOMBASA,1,CHANGAMWE,CHANGAMWE,At Changamwe firestation,Changamwe Fire Station,0,At Changamwe firestation,,,,Building,,"[""At Changamwe firestation opposite Changamwe Fire Station, CHANGAMWE, MOMBASA, Kenya"", ""Changamwe Fire Station, CHANGAMWE, MOMBASA, Kenya"", ""IEBC CHANGAMWE office, MOMBASA, Kenya"", ""At Changamwe firestation, CHANGAMWE, MOMBASA, Kenya"", ""CHANGAMWE IEBC office, MOMBASA County, Kenya"", ""CHANGAMWE Town, MOMBASA, Kenya""]","At Changamwe firestation near Changamwe Fire Station, CHANGAMWE, MOMBASA, Kenya",-4.0348,39.6195,tomtom,0.371428571428571,500,"playground,Campbell Park,Llewellyn St Near Fire Station,Merewether,Newcastle City Council,New South Wales,2291,Australia","At Changamwe firestation near Changamwe Fire Station, CHANGAMWE, MOMBASA, Kenya",6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched CHANGAMWE to CHANGAMWE (Score 100).,single_source,0.371428571428571,0101000020E61000009EEFA7C64BCF43406B9A779CA22310C0,2026-02-26 23:46:58.124671+00,2026-03-12 17:26:00.320754+00,,,,,,,37,,,,,,,,,,,Changamwe Fire Station,PDF,moderate,false,,0.371428571428571
195,BOMET,195,CHEPALUNGU,CHEPALUNGU,Sigor AGC Church,Junction to Sigor Township,500,Sigor AGC Church,on,Junction to Sigor Township,,junction,,"[""CHEPALUNGU IEBC office BOMET county Kenya"", ""Sigor AGC Church, CHEPALUNGU, BOMET County, Kenya"", ""Sigor AGC Church near Junction to Sigor Township, BOMET County, Kenya""]","Sigor AGC Church, CHEPALUNGU, BOMET County, Kenya",-0.8762692,35.1818049,multi_source_crossvalidated,0.82,500,KAPOLESEROI A.G.C CHURCH.,"Sigor AGC Church, CHEPALUNGU, BOMET County, Kenya",3,resolved,multi_source_v8_ham,true,Consensus from 2 sources: geocode_xyz. Spread: 0.00km,cross_validated,0.78,0101000020E610000054E009624597414025BF8FB4650AECBF,2026-02-26 23:51:56.975714+00,2026-03-13 02:02:54.310932+00,,,,,,,82,,,nasaka_resolver_v8,ai_pipeline_v8,,,,,,,Junction To Sigor Township,PDF,moderate,true,2026-03-13 02:02:54.016661+00,0.82
140,TRANS NZOIA,140,CHERANGANY,CHERANGANY,Kachibora,DCC's Office,,Kachibora,,,,Building,,"[""Kachibora opposite DCC's Office, CHERANGANY, TRANS NZOIA, Kenya"", ""DCC's Office, CHERANGANY, TRANS NZOIA, Kenya"", ""IEBC CHERANGANY office, TRANS NZOIA, Kenya"", ""Kachibora, CHERANGANY, TRANS NZOIA, Kenya"", ""CHERANGANY IEBC office, TRANS NZOIA County, Kenya"", ""CHERANGANY Town, TRANS NZOIA, Kenya""]",,0.94506,34.97251,multi_source_consensus,0.65,500,"Kachibora, Cherangany, Trans Nzoia, Kenya",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched CHERANGANY to CHERANGANY (Score 100).,,,0101000020E610000038842A357B7C4140923F1878EE3DEE3F,2026-02-26 23:50:20.974076+00,2026-03-12 18:44:35.108584+00,,,,,,,,,,,,,,,,,,Dcc'S Office,PDF,moderate,true,2026-03-12 02:29:15.223361+00,0.78
154,NANDI,154,CHESUMEI,CHESUMEI,Cheptarit Catholic Church- Mosoriot,Cheptarit Catholic Church,,Cheptarit Catholic Church- Mosoriot,,,,Building,,"[""Cheptarit Catholic Church- Mosoriot opposite Cheptarit Catholic Church, CHESUMEI, NANDI, Kenya"", ""Cheptarit Catholic Church, CHESUMEI, NANDI, Kenya"", ""IEBC CHESUMEI office, NANDI, Kenya"", ""Cheptarit Catholic Church- Mosoriot, CHESUMEI, NANDI, Kenya"", ""CHESUMEI IEBC office, NANDI County, Kenya"", ""CHESUMEI Town, NANDI, Kenya""]",,-3.347561,39.932924,provider_refined:locationiq,0.6,500,"Catholic Church, Malindi, Coast, Kenya",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched CHESUMEI to CHESUMEI (Score 100).,,,0101000020E6100000A6D3BA0D6AF74340A2EBC20FCEC70AC0,2026-02-27 00:02:20.938192+00,2026-03-12 20:03:29.7164+00,,,,,,,,,,,,,,,,,,Cheptarit Catholic Church,PDF,moderate,false,,
61,THARAKA - NITHI,61,CHUKA/IGAMBANG'OMBE,CHUKA/IGAMBANG'OMBE,"Chuka Town, Sub County Office Compound",Opposite Trans National Bank,200,"Chuka , Sub County Compound",,,,Building,,"[""Chuka Town, Sub County Office Compound opposite Opposite Trans National Bank, CHUKA/IGAMBANG'OMBE, THARAKA - NITHI, Kenya"", ""Opposite Trans National Bank, CHUKA/IGAMBANG'OMBE, THARAKA - NITHI, Kenya"", ""IEBC CHUKA/IGAMBANG'OMBE office, THARAKA - NITHI, Kenya"", ""Chuka Town, Sub County Office Compound, CHUKA/IGAMBANG'OMBE, THARAKA - NITHI, Kenya"", ""CHUKA/IGAMBANG'OMBE IEBC office, THARAKA - NITHI County, Kenya"", ""CHUKA/IGAMBANG'OMBE Town, THARAKA - NITHI, Kenya""]",,-0.3333,37.65,multi_source_consensus,0.6,500,"Trans National Bank, City Hall Way, Nairobi, Nairobi Area, Kenya",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched CHUKA/IGAMBANG'OMBE to CHUKA/ IGAMBANGOMBE (Score 97).,,,0101000020E61000003333333333D34240696FF085C954D5BF,2026-02-26 23:48:18.925707+00,2026-03-12 19:38:06.423107+00,,,,,,,,,,,,,,,,,,Opposite Trans National Bank,PDF,moderate,true,2026-03-12 02:18:11.102684+00,0.78
30,GARISSA,30,DADAAB,DADAAB,"Dadaab Town, Opposite Un Compound",Opposite UN Compound,,"Dadaab , Un Compound",opposite,,,Building,,"[""Dadaab Town, Opposite Un Compound opposite Opposite UN Compound, DADAAB, GARISSA, Kenya"", ""Opposite UN Compound, DADAAB, GARISSA, Kenya"", ""IEBC DADAAB office, GARISSA, Kenya"", ""Dadaab Town, Opposite Un Compound, DADAAB, GARISSA, Kenya"", ""DADAAB IEBC office, GARISSA County, Kenya"", ""DADAAB Town, GARISSA, Kenya""]",,0.0522555,40.3084786,tomtom,0.61929073334,500,"Dadaab, North Eastern",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched DADAAB to DADAAB (Score 100).,,,0101000020E610000008420D3A7C2744405F7F129F3BC1AA3F,2026-02-26 23:47:37.932677+00,2026-03-12 18:59:13.911166+00,,,,,,,,,,,,,,,,,,Opposite Un Compound,PDF,moderate,false,,
275,NAIROBI,275,DAGORETTI NORTH,DAGORETTI NORTH,Maliposa Appartments - Ngong Road,Nakumatt Junction,4000,Maliposa Appartments - Ngong Road,at,Nakumatt Junction,,junction,,"[""DAGORETTI NORTH IEBC office NAIROBI county Kenya"", ""Maliposa Appartments - Ngong Road, DAGORETTI NORTH, NAIROBI County, Kenya"", ""Maliposa Appartments - Ngong Road Nakumatt Junction, NAIROBI County, Kenya"", ""Nakumatt Junction, DAGORETTI NORTH, NAIROBI County, Kenya"", ""Maliposa Appartments - Ngong Road, NAIROBI County, Kenya"", ""DAGORETTI NORTH Town, NAIROBI County, Kenya""]","DAGORETTI NORTH Town, NAIROBI County, Kenya",-1.2607,36.7575,multi_source_crossvalidated,0.78,500,Dagoretti Road,"DAGORETTI NORTH Town, NAIROBI County, Kenya",6,resolved,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched DAGORETTI NORTH to DAGORETTI NORTH (Score 100).,single_source,0.264026101441978,0101000020E6100000295C8FC2F5604240401361C3D32BF4BF,2026-02-26 23:54:10.313004+00,2026-03-13 02:19:08.819981+00,,,,,,,57,,,,,,,,,,,Nakumatt Junction,PDF,moderate,true,2026-03-12 02:48:27.661763+00,0.58
452,Nairobi,1,DAGORETTI NORTH,DAGORETTI NORTH,"IEBC Office Lavington Kilimani Area, Groundfloor of Jibu (Lavington Franchise) Water Refilling Building",Changamwe Fire Station,,"Lavington Kilimani Area, Groundfloor of Jibu (Lavington Franchise) Water Refilling",at,Changamwe Fire Station,,station,,"[""DAGORETTI NORTH IEBC office Nairobi county Kenya"", ""IEBC Office Lavington Kilimani Area, Groundfloor of Jibu (Lavington Franchise) Water Refilling Building, DAGORETTI NORTH, Nairobi County, Kenya"", ""IEBC Office Lavington Kilimani Area, Groundfloor of Jibu (Lavington Franchise) Water Refilling Building Changamwe Fire Station, Nairobi County, Kenya"", ""Changamwe Fire Station, DAGORETTI NORTH, Nairobi County, Kenya"", ""Lavington Kilimani Area, Groundfloor of Jibu (Lavington Franchise) Water Refilling Building, Nairobi County, Kenya"", ""DAGORETTI NORTH Town, Nairobi County, Kenya""]","DAGORETTI NORTH Town, Nairobi County, Kenya",-1.2607,36.7575,multi_source_crossvalidated_v8,0.58,500,Dagoretti Road,"DAGORETTI NORTH Town, Nairobi County, Kenya",6,verified_accurate,,false,,single_source,0.264026101441978,0101000020E6100000295C8FC2F5604240401361C3D32BF4BF,2026-03-04 22:21:42.641103+00,2026-03-13 02:19:08.439067+00,,,2026-03-04 22:21:42.316+00,,admin_manual,,57,75,https://ftswzvqwxdwgkvfbwfpx.supabase.co/storage/v1/object/public/iebc_contributions/office-contributions/temp_1761596178553_av20j20y31w-yrszy3ybwui.webp,,google_maps,admin_dashboard,,,,,,Changamwe Fire Station,PDF,moderate,true,2026-03-12 02:50:41.120897+00,0.58
276,NAIROBI,276,DAGORETTI SOUTH,DAGORETTI SOUTH,Maisha Poa Centre,DCC Office Dagoretti South,200,Dagoretti Road,off,DCC Office Dagoretti South,,office,,"[""DAGORETTI SOUTH IEBC office NAIROBI county Kenya"", ""Maisha Poa Centre, DAGORETTI SOUTH, NAIROBI County, Kenya"", ""Maisha Poa Centre DCC Office Dagoretti South, NAIROBI County, Kenya"", ""DCC Office Dagoretti South, DAGORETTI SOUTH, NAIROBI County, Kenya"", ""Maisha Poa, NAIROBI County, Kenya"", ""DAGORETTI SOUTH Town, NAIROBI County, Kenya""]",DAGORETTI SOUTH IEBC office NAIROBI county Kenya,-1.2985,36.7473,multi_source_crossvalidated_v8,0.78,500,Dagoretti Road,DAGORETTI SOUTH IEBC office NAIROBI county Kenya,6,resolved,multi_source_v8_ham,true,Consensus from 1 sources: geocode_xyz. Spread: 0.00km,cross_validated,0.78,0101000020E61000008126C286A75F42402DB29DEFA7C6F4BF,2026-02-26 23:54:11.428682+00,2026-03-13 02:19:09.023998+00,,,,,,,78,,,nasaka_resolver_v8,ai_pipeline_v8,,,,,,,Dcc Office Dagoretti South,PDF,moderate,true,2026-03-12 23:04:45.625443+00,0.78
162,BARINGO,162,ELDAMA RAVINE,ELDAMA RAVINE,Sub County Commissioner’s,Law Courts,,Sub County Commissioner’s,,,,Building,,"[""Sub County Commissioner\u2019s opposite Law Courts, ELDAMA RAVINE, BARINGO, Kenya"", ""Law Courts, ELDAMA RAVINE, BARINGO, Kenya"", ""IEBC ELDAMA RAVINE office, BARINGO, Kenya"", ""Sub County Commissioner\u2019s, ELDAMA RAVINE, BARINGO, Kenya"", ""ELDAMA RAVINE IEBC office, BARINGO County, Kenya"", ""ELDAMA RAVINE Town, BARINGO, Kenya""]",,0.05,35.7167,tomtom,0.89999160767,500,"Eldama Ravine, Rift Valley",,6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched ELDAMA RAVINE to ELDAMA RAVINE (Score 100).,,,0101000020E610000088855AD3BCDB41409A9999999999A93F,2026-02-27 00:02:21.888419+00,2026-03-12 20:08:19.36495+00,,,,,,,,,,,,,,,,,,Law Courts,PDF,moderate,false,,
37,WAJIR,37,ELDAS,ELDAS,Eldas,DC's Residence,50,Eldas,,,,Building,,"[""Eldas opposite DC's Residence, ELDAS, WAJIR, Kenya"", ""DC's Residence, ELDAS, WAJIR, Kenya"", ""IEBC ELDAS office, WAJIR, Kenya"", ""Eldas, ELDAS, WAJIR, Kenya"", ""ELDAS IEBC office, WAJIR County, Kenya"", ""ELDAS Town, WAJIR, Kenya""]","IEBC ELDAS office, WAJIR, Kenya",2.49139,39.56653,enhanced_constituency_center_offset,0.358823529411765,500,"County Commissioner Office,Wajir,Wajir-Moyale road,Northeast Kenya","IEBC ELDAS office, WAJIR, Kenya",6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched ELDAS to ELDAS (Score 100).,single_source,0.358823529411765,0101000020E6100000F819170E84C84340CAA65CE15DEE0340,2026-02-27 00:01:42.981658+00,2026-03-12 17:08:02.421348+00,,,,,,,35,,,,,,,,,,,Dc'S Residence,PDF,moderate,false,,0.358823529411765
284,NAIROBI,284,EMBAKASI CENTRAL,EMBAKASI CENTRAL,DO's Office Kayole,DO's Office Kayole,0,'s Kayole,off,DO's Office Kayole,,office,,"[""EMBAKASI CENTRAL IEBC office NAIROBI county Kenya"", ""DO's Office Kayole, EMBAKASI CENTRAL, NAIROBI County, Kenya"", ""DO's Office Kayole DO's Office Kayole, NAIROBI County, Kenya"", ""DO's  Kayole, NAIROBI County, Kenya"", ""EMBAKASI CENTRAL Town, NAIROBI County, Kenya""]","DO's Office Kayole, EMBAKASI CENTRAL, NAIROBI County, Kenya",-1.2856,36.9089,multi_source_crossvalidated_v8,0.58,500,Embakasi,"DO's Office Kayole, EMBAKASI CENTRAL, NAIROBI County, Kenya",5,verified_accurate,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched EMBAKASI CENTRAL to EMBAKASI CENTRAL (Score 100).,single_source,0.538095238095238,0101000020E6100000CEAACFD55674424036CD3B4ED191F4BF,2026-02-26 23:54:28.568006+00,2026-03-12 23:11:01.704273+00,,,,,,,57,,,,,,,,,,,Do'S Office Kayole,PDF,moderate,false,,0.58
285,NAIROBI,285,EMBAKASI EAST,EMBAKASI EAST,East Africa School of Aviation,EASA,0,East Africa School of Aviation,at,EASA,,Building,,"[""EMBAKASI EAST IEBC office NAIROBI county Kenya"", ""East Africa School of Aviation, EMBAKASI EAST, NAIROBI County, Kenya"", ""East Africa School of Aviation near EASA, NAIROBI County, Kenya"", ""East Africa School of Aviation at EASA, NAIROBI County, Kenya"", ""EASA, EMBAKASI EAST, NAIROBI County, Kenya"", ""East Africa School of Aviation, NAIROBI County, Kenya"", ""EMBAKASI EAST Town, NAIROBI County, Kenya""]","EMBAKASI EAST Town, NAIROBI County, Kenya",-1.3149084,36.9037312,multi_source_crossvalidated,0.78,500,Embakasi,"EMBAKASI EAST Town, NAIROBI County, Kenya",7,resolved,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched EMBAKASI EAST to EMBAKASI EAST (Score 100).,single_source,0.264026101441978,0101000020E6100000FB2FC676AD7342405FC5F363DD09F5BF,2026-02-26 22:50:50.523264+00,2026-03-15 16:22:09.556509+00,,,,,,,78,,,,,,,,,,,Easa,PDF,moderate,false,,0.78
453,Nairobi,285,EMBAKASI EAST,EMBAKASI EAST,IEBC Aviation utawala,EASA,,Utawala Road,at,EASA,,Building,,"[""EMBAKASI EAST IEBC office Nairobi county Kenya"", ""IEBC Aviation utawala, EMBAKASI EAST, Nairobi County, Kenya"", ""IEBC Aviation utawala near EASA, Nairobi County, Kenya"", ""IEBC Aviation utawala at EASA, Nairobi County, Kenya"", ""EASA, EMBAKASI EAST, Nairobi County, Kenya"", ""Aviation utawala, Nairobi County, Kenya"", ""EMBAKASI EAST Town, Nairobi County, Kenya""]","EMBAKASI EAST Town, Nairobi County, Kenya",-1.3394898,36.9190105,multi_source_crossvalidated_v8,0.54,500,Embakasi,"EMBAKASI EAST Town, Nairobi County, Kenya",7,human_verified,multi_source_v8_ham,false,Consensus from 1 sources: geocode_xyz_ward_validated. Spread: 0.00km,cross_validated,0.84,0101000020E61000001E17D522A2754240943545DB8C6EF5BF,2026-03-04 22:22:38.012501+00,2026-03-14 06:20:28.374886+00,,,2026-03-04 22:22:37.624+00,,admin_manual,,54,77,,nasaka_resolver_v8,ai_pipeline_v8,admin_dashboard,,,,,,Easa,PDF,moderate,true,2026-03-14 06:20:28.084+00,0.42
458,Nairobi,285,EMBAKASI EAST,,EMBAKASI East,Near Fedha Road,,,,,,,,,,-1.31222744149985,36.9050449132919,,,,,,,,,true,,,,0101000020E610000001000083D87342406C7DA233E2FEF4BF,2026-03-15 13:00:35.616747+00,2026-03-15 13:00:35.616747+00,,,2026-03-15 13:00:35.616747+00,admin_nexus,admin_dashboard,,,94,,,,,,,,,,,,,false,,
283,NAIROBI,283,EMBAKASI NORTH,EMBAKASI NORTH,Near DCC Office,DCC Office,100,Near,near,,,Building,,"[""Near DCC Office near DCC Office, EMBAKASI NORTH, NAIROBI, Kenya"", ""Near DCC Office, EMBAKASI NORTH, NAIROBI, Kenya"", ""DCC Office, EMBAKASI NORTH, NAIROBI, Kenya"", ""IEBC EMBAKASI NORTH office, NAIROBI, Kenya"", ""EMBAKASI NORTH town, NAIROBI, Kenya""]","Near DCC Office near DCC Office, EMBAKASI NORTH, NAIROBI, Kenya",-1.2611,36.9087,constituency_center_offset,0.425,500,"Fedex,Airport North Road,Nairobi,00515,Kenya","Near DCC Office near DCC Office, EMBAKASI NORTH, NAIROBI, Kenya",5,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched EMBAKASI NORTH to EMBAKASI NORTH (Score 100).,single_source,0.425,0101000020E610000007F016485074424005C58F31772DF4BF,2026-02-26 23:54:27.483029+00,2026-03-12 17:32:51.103957+00,,,,,,,42,,,,,,,,,,,Dcc Office,PDF,moderate,false,,0.425
282,NAIROBI,282,EMBAKASI SOUTH,EMBAKASI SOUTH,Villa Franca,Equity Afya Hospital,0,Villa Franca,,Equity Afya Hospital,,hospital,,"[""EMBAKASI SOUTH IEBC office NAIROBI county Kenya"", ""Villa Franca, EMBAKASI SOUTH, NAIROBI County, Kenya"", ""Villa Franca near Equity Afya Hospital, NAIROBI County, Kenya"", ""Villa Franca at Equity Afya Hospital, NAIROBI County, Kenya"", ""Equity Afya Hospital, EMBAKASI SOUTH, NAIROBI County, Kenya"", ""Villa Franca, NAIROBI County, Kenya"", ""EMBAKASI SOUTH Town, NAIROBI County, Kenya""]","EMBAKASI SOUTH Town, NAIROBI County, Kenya",-1.3223,36.8981,multi_source_crossvalidated_v8,0.522857142857143,500,Embakasi,"EMBAKASI SOUTH Town, NAIROBI County, Kenya",7,verified_accurate,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched EMBAKASI SOUTH to EMBAKASI SOUTH (Score 100).,single_source,0.530769230769231,0101000020E6100000D044D8F0F47242404703780B2428F5BF,2026-02-26 23:54:26.181711+00,2026-03-12 23:09:27.76126+00,,,,,,,52,,,,,,,,,,,Equity Afya Hospital,PDF,moderate,false,,0.522857142857143
286,NAIROBI,286,EMBAKASI WEST,EMBAKASI WEST,Tena White House,"Shell Petrol Station, Manyanja Road",10,Tena White House,at,"Shell Petrol Station, Manyanja Road",,station,,"[""EMBAKASI WEST IEBC office NAIROBI county Kenya"", ""Tena White House, EMBAKASI WEST, NAIROBI County, Kenya"", ""Tena White House Shell Petrol Station, Manyanja Road, NAIROBI County, Kenya"", ""Shell Petrol Station, Manyanja Road, EMBAKASI WEST, NAIROBI County, Kenya"", ""Tena White House, NAIROBI County, Kenya"", ""EMBAKASI WEST Town, NAIROBI County, Kenya""]","EMBAKASI WEST Town, NAIROBI County, Kenya",-1.3045,36.8846,multi_source_crossvalidated_v8,0.42,500,Embakasi,"EMBAKASI WEST Town, NAIROBI County, Kenya",6,verified_accurate,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched EMBAKASI WEST to EMBAKASI WEST (Score 100).,single_source,0.4,0101000020E61000005305A3923A714240AC1C5A643BDFF4BF,2026-02-26 23:54:33.711959+00,2026-03-12 23:12:23.987342+00,,,,,,,42,,,,,,,,,,,"Shell Petrol Station, Manyanja Road",PDF,moderate,false,,0.42
155,NANDI,155,EMGWEN,EMGWEN,Mininstry of Lands Kapsabet,Ministry of Lands / ACC Office,20,Mininstry of Lands Kapsabet,,,,Building,,"[""Mininstry of Lands Kapsabet opposite Ministry of Lands / ACC Office, EMGWEN, NANDI, Kenya"", ""Ministry of Lands / ACC Office, EMGWEN, NANDI, Kenya"", ""IEBC EMGWEN office, NANDI, Kenya"", ""Mininstry of Lands Kapsabet, EMGWEN, NANDI, Kenya"", ""EMGWEN IEBC office, NANDI County, Kenya"", ""EMGWEN Town, NANDI, Kenya""]","Mininstry of Lands Kapsabet opposite Ministry of Lands / ACC Office on the main road, EMGWEN, NANDI, Kenya",-0.104359008555434,34.7559134239594,provider_refined:locationiq,0.383333333333333,500,"ELDORET MAIN STAGE,Uasin Gishu,30100,Kenya","Mininstry of Lands Kapsabet opposite Ministry of Lands / ACC Office on the main road, EMGWEN, NANDI, Kenya",6,no_results,IEBC Master Atomic Sync v5 (Fuzzy),true,GOHAM Atomic Sync. Matched EMGWEN to EMGWEN (Score 100).,single_source,0.383333333333333,0101000020E6100000AA4165C5C1604140EFDFC9A045B7BABF,2026-02-27 00:02:19.911994+00,2026-03-12 17:48:41.031231+00,,,,,,,38,,,,,,,,,,,Ministry Of Lands / Acc Office,PDF,moderate,false,,0.383333333333333
